game_pk,game_date,season,home_team,away_team,home_runs_scored,away_runs_scored,total_runs,home_runs_hit,strikeouts,walks,hits,total_pitches,avg_exit_velocity,n_barrels,n_bbe,barrel_rate,hr_h_ratio,game_start_utc
776619,2025-08-23,2025,CWS,MIN,7,3,10,5,15,4,17,260,80.3,3,49,0.0612,0.2941,2025-08-23T23:10:00Z
776620,2025-08-23,2025,SEA,ATH,1,2,3,1,14,9,8,294,78.1,4,54,0.0741,0.125,2025-08-24T01:40:00Z
776621,2025-08-23,2025,MIL,SF,1,7,8,1,17,8,17,323,81.9,1,53,0.0189,0.0588,2025-08-23T23:10:00Z
776622,2025-08-23,2025,AZ,CIN,10,1,11,3,20,3,21,295,82.9,5,52,0.0962,0.1429,2025-08-24T00:10:00Z
776623,2025-08-23,2025,TEX,CLE,10,0,10,3,14,4,13,268,83.3,3,50,0.06,0.2308,2025-08-23T23:05:00Z
776625,2025-08-23,2025,DET,KC,4,2,6,3,11,4,17,261,84.3,4,51,0.0784,0.1765,2025-08-23T22:10:00Z
776626,2025-08-23,2025,ATL,NYM,2,9,11,6,13,9,16,320,83.1,8,57,0.1404,0.375,2025-08-23T23:15:00Z
776627,2025-08-23,2025,NYY,BOS,1,12,13,3,20,7,24,295,85.2,6,55,0.1091,0.125,2025-08-23T17:05:00Z
776628,2025-08-23,2025,PHI,WSH,6,4,10,4,17,4,17,286,86.0,4,50,0.08,0.2353,2025-08-23T22:05:00Z
776629,2025-08-23,2025,BAL,HOU,8,9,17,6,16,7,20,300,83.5,9,59,0.1525,0.3,2025-08-23T23:05:00Z
776630,2025-08-23,2025,MIA,TOR,6,7,13,1,17,7,22,373,83.3,7,73,0.0959,0.0455,2025-08-23T20:10:00Z
776632,2025-08-23,2025,PIT,COL,5,1,6,3,23,5,17,302,82.5,4,42,0.0952,0.1765,2025-08-23T22:40:00Z
776602,2025-08-24,2025,SEA,ATH,11,4,15,3,20,10,16,279,85.7,3,46,0.0652,0.1875,2025-08-24T20:10:00Z
776603,2025-08-24,2025,SD,LAD,2,8,10,5,17,6,14,290,85.9,7,50,0.14,0.3571,2025-08-24T20:10:00Z
776605,2025-08-24,2025,LAA,CHC,3,4,7,1,14,6,15,299,79.6,0,56,0.0,0.0667,2025-08-24T20:07:00Z
776606,2025-08-24,2025,TB,STL,7,2,9,2,17,8,13,273,83.1,4,46,0.087,0.1538,2025-08-24T16:10:00Z
776607,2025-08-24,2025,CWS,MIN,8,0,8,1,14,5,17,297,84.2,2,54,0.037,0.0588,2025-08-24T18:10:00Z
776608,2025-08-24,2025,MIL,SF,3,4,7,2,17,7,18,301,83.5,4,53,0.0755,0.1111,2025-08-24T18:10:00Z
776609,2025-08-24,2025,AZ,CIN,1,6,7,1,19,8,13,282,81.5,4,48,0.0833,0.0769,2025-08-24T20:10:00Z
776610,2025-08-24,2025,PIT,COL,4,0,4,1,13,5,10,255,83.2,2,47,0.0426,0.1,2025-08-24T16:05:00Z
776611,2025-08-24,2025,TEX,CLE,5,0,5,2,20,9,15,304,84.1,4,43,0.093,0.1333,2025-08-24T18:35:00Z
776612,2025-08-24,2025,BAL,HOU,3,2,5,2,18,4,16,260,84.0,3,46,0.0652,0.125,2025-08-24T17:35:00Z
776613,2025-08-24,2025,PHI,WSH,3,2,5,1,21,7,12,292,82.4,3,42,0.0714,0.0833,2025-08-24T17:35:00Z
776614,2025-08-24,2025,MIA,TOR,5,3,8,2,14,5,14,270,78.2,2,50,0.04,0.1429,2025-08-24T17:40:00Z
776615,2025-08-24,2025,DET,KC,8,10,18,5,15,6,21,306,81.9,7,59,0.1186,0.2381,2025-08-24T17:40:00Z
776616,2025-08-24,2025,NYY,BOS,7,2,9,4,17,9,12,281,83.3,6,43,0.1395,0.3333,2025-08-24T23:10:00Z
776624,2025-08-24,2025,ATL,NYM,4,3,7,1,16,10,14,293,82.6,1,49,0.0204,0.0714,2025-08-24T17:35:00Z
776589,2025-08-25,2025,STL,PIT,7,6,13,3,21,5,20,294,79.7,4,51,0.0784,0.15,2025-08-25T23:45:00Z
776590,2025-08-25,2025,ATH,DET,8,3,11,4,24,4,20,262,84.9,4,46,0.087,0.2,2025-08-26T02:05:00Z
776592,2025-08-25,2025,TEX,LAA,0,4,4,2,22,5,12,298,83.5,3,41,0.0732,0.1667,2025-08-26T00:05:00Z
776593,2025-08-25,2025,MIL,AZ,7,5,12,3,21,4,16,302,80.7,3,46,0.0652,0.1875,2025-08-25T23:40:00Z
776594,2025-08-25,2025,LAD,CIN,7,0,7,3,20,6,12,293,86.5,2,44,0.0455,0.25,2025-08-26T02:10:00Z
776595,2025-08-25,2025,SEA,SD,9,6,15,6,19,5,20,282,84.8,6,52,0.1154,0.3,2025-08-26T01:40:00Z
776596,2025-08-25,2025,TOR,MIN,10,4,14,4,13,8,15,295,80.6,5,51,0.098,0.2667,2025-08-25T23:07:00Z
776597,2025-08-25,2025,NYY,WSH,10,5,15,4,20,9,21,291,84.4,2,47,0.0426,0.1905,2025-08-25T23:05:00Z
776598,2025-08-25,2025,NYM,PHI,13,3,16,1,14,10,20,325,82.3,4,56,0.0714,0.05,2025-08-25T23:10:00Z
776599,2025-08-25,2025,CWS,KC,7,0,7,2,5,2,13,240,82.2,2,59,0.0339,0.1538,2025-08-25T23:40:00Z
776600,2025-08-25,2025,MIA,ATL,2,1,3,2,17,4,7,252,82.8,3,39,0.0769,0.2857,2025-08-25T22:40:00Z
776601,2025-08-25,2025,CLE,TB,0,9,9,3,18,5,16,267,82.7,5,52,0.0962,0.1875,2025-08-25T22:40:00Z
776604,2025-08-25,2025,BAL,BOS,3,4,7,3,24,5,13,258,81.6,3,42,0.0714,0.2308,2025-08-25T22:35:00Z
776573,2025-08-26,2025,ATH,DET,7,6,13,3,24,10,19,342,83.1,2,54,0.037,0.1579,2025-08-27T02:05:00Z
776574,2025-08-26,2025,LAD,CIN,6,3,9,2,17,5,17,275,83.5,3,48,0.0625,0.1176,2025-08-27T02:10:00Z
776575,2025-08-26,2025,TEX,LAA,7,3,10,5,16,5,13,275,80.9,6,46,0.1304,0.3846,2025-08-27T00:05:00Z
776576,2025-08-26,2025,SF,CHC,5,2,7,2,20,5,15,267,83.0,5,45,0.1111,0.1333,2025-08-27T01:45:00Z
776577,2025-08-26,2025,SEA,SD,6,7,13,3,17,7,20,328,82.9,4,54,0.0741,0.15,2025-08-27T01:40:00Z
776578,2025-08-26,2025,STL,PIT,3,8,11,2,24,4,14,305,83.5,3,43,0.0698,0.1429,2025-08-26T23:45:00Z
776581,2025-08-26,2025,MIA,ATL,2,11,13,2,11,7,23,317,84.0,4,64,0.0625,0.087,2025-08-26T22:40:00Z
776582,2025-08-26,2025,TOR,MIN,5,7,12,5,16,7,23,333,82.4,5,56,0.0893,0.2174,2025-08-26T23:07:00Z
776583,2025-08-26,2025,CWS,KC,4,5,9,1,19,2,18,292,81.9,2,50,0.04,0.0556,2025-08-26T23:40:00Z
776584,2025-08-26,2025,CLE,TB,3,0,3,0,17,3,8,239,78.2,1,40,0.025,0.0,2025-08-26T22:40:00Z
776585,2025-08-26,2025,NYM,PHI,6,5,11,1,25,7,23,359,81.1,2,47,0.0426,0.0435,2025-08-26T23:10:00Z
776586,2025-08-26,2025,MIL,AZ,9,8,17,3,23,6,26,369,82.7,5,56,0.0893,0.1154,2025-08-26T23:40:00Z
776587,2025-08-26,2025,HOU,COL,1,6,7,2,18,7,12,273,81.2,4,47,0.0851,0.1667,2025-08-27T00:10:00Z
776588,2025-08-26,2025,NYY,WSH,5,1,6,1,18,11,14,327,82.6,7,44,0.1591,0.0714,2025-08-26T23:05:00Z
776591,2025-08-26,2025,BAL,BOS,0,5,5,2,21,2,15,259,81.0,3,47,0.0638,0.1333,2025-08-26T22:35:00Z
776557,2025-08-27,2025,SF,CHC,12,3,15,5,12,7,18,275,84.5,6,55,0.1091,0.2778,2025-08-28T01:45:00Z
776559,2025-08-27,2025,ATH,DET,7,0,7,1,19,7,13,267,85.2,3,42,0.0714,0.0769,2025-08-28T02:05:00Z
776561,2025-08-27,2025,SEA,SD,4,3,7,1,14,4,16,276,81.7,2,53,0.0377,0.0625,2025-08-27T20:10:00Z
776562,2025-08-27,2025,LAD,CIN,5,1,6,2,28,11,13,317,81.2,2,36,0.0556,0.1538,2025-08-28T00:40:00Z
776563,2025-08-27,2025,TEX,LAA,20,3,23,5,16,7,29,315,82.6,6,63,0.0952,0.1724,2025-08-28T00:05:00Z
776565,2025-08-27,2025,MIA,ATL,1,12,13,5,14,12,16,323,84.2,6,55,0.1091,0.3125,2025-08-27T17:10:00Z
776566,2025-08-27,2025,NYM,PHI,6,0,6,1,14,2,17,258,84.8,6,51,0.1176,0.0588,2025-08-27T23:10:00Z
776567,2025-08-27,2025,TOR,MIN,9,8,17,8,19,6,24,320,82.7,10,56,0.1786,0.3333,2025-08-27T23:07:00Z
776568,2025-08-27,2025,STL,PIT,1,2,3,0,18,10,7,236,86.4,2,41,0.0488,0.0,2025-08-27T23:45:00Z
776569,2025-08-27,2025,CWS,KC,1,12,13,3,10,7,23,311,84.5,4,66,0.0606,0.1304,2025-08-27T23:40:00Z
776570,2025-08-27,2025,NYY,WSH,11,2,13,7,18,6,19,330,86.6,5,51,0.098,0.3684,2025-08-27T17:05:00Z
776571,2025-08-27,2025,HOU,COL,4,0,4,2,19,6,11,259,80.3,1,40,0.025,0.1818,2025-08-28T00:10:00Z
776572,2025-08-27,2025,MIL,AZ,2,3,5,3,12,3,19,291,82.4,4,57,0.0702,0.1579,2025-08-27T23:40:00Z
776579,2025-08-27,2025,BAL,BOS,2,3,5,2,17,2,12,258,83.2,4,49,0.0816,0.1667,2025-08-27T22:35:00Z
776580,2025-08-27,2025,CLE,TB,4,3,7,2,21,5,15,306,79.6,2,50,0.04,0.1333,2025-08-27T17:10:00Z
776550,2025-08-28,2025,SF,CHC,4,3,7,4,15,2,16,240,84.4,6,48,0.125,0.25,2025-08-28T19:45:00Z
776553,2025-08-28,2025,MIL,AZ,4,6,10,1,10,7,21,326,80.6,4,64,0.0625,0.0476,2025-08-28T18:10:00Z
776554,2025-08-28,2025,STL,PIT,4,1,5,2,16,5,12,273,84.7,5,45,0.1111,0.1667,2025-08-28T18:15:00Z
776555,2025-08-28,2025,HOU,COL,4,3,7,5,20,6,17,264,82.5,2,46,0.0435,0.2941,2025-08-28T18:10:00Z
776556,2025-08-28,2025,CWS,NYY,4,10,14,4,20,6,17,314,85.6,7,53,0.1321,0.2353,2025-08-28T23:40:00Z
776558,2025-08-28,2025,NYM,MIA,4,7,11,1,15,6,16,307,83.5,4,57,0.0702,0.0625,2025-08-28T23:10:00Z
776560,2025-08-28,2025,PHI,ATL,19,4,23,8,9,7,26,309,82.4,9,66,0.1364,0.3077,2025-08-28T22:45:00Z
776564,2025-08-28,2025,BAL,BOS,2,3,5,3,16,3,17,277,84.2,4,52,0.0769,0.1765,2025-08-28T17:05:00Z
776533,2025-08-29,2025,SF,BAL,15,8,23,3,17,7,28,337,85.7,6,63,0.0952,0.1071,2025-08-30T02:15:00Z
776534,2025-08-29,2025,LAD,AZ,0,3,3,1,24,9,7,302,79.6,1,36,0.0278,0.1429,2025-08-30T02:10:00Z
776538,2025-08-29,2025,ATH,TEX,2,5,7,2,16,6,15,287,81.9,1,49,0.0204,0.1333,2025-08-30T02:05:00Z
776540,2025-08-29,2025,KC,DET,3,5,8,3,16,7,20,301,88.3,7,55,0.1273,0.15,2025-08-30T00:10:00Z
